Sat Feb 10 04:07:42 2024    profile_result.prof

         475501 function calls (461770 primitive calls) in 1.836 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.001    0.001    0.001    0.001 C:\Python311\Lib\unittest\result.py:24(TestResult)
      119    0.000    0.000    0.001    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2266(__init__)
        2    0.001    0.000    0.001    0.000 {method 'SetInteractorStyle' of 'vtkmodules.vtkRenderingCore.vtkRenderWindowInteractor' objects}
       12    0.000    0.000    0.001    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\comboBox.py:80(__init__)
      240    0.000    0.000    0.001    0.000 C:\Python311\Lib\re\_compiler.py:396(_simple)
       99    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:1248(instance_init)
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\site-packages\setuptools\_imp.py:1(<module>)
       78    0.000    0.000    0.001    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:77(get_token)
     4426    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     1019    0.000    0.000    0.001    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\flowWidgets.py:53(itemAt)
        4    0.001    0.000    0.001    0.000 {built-in method nt._getfinalpathname}
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:1(<module>)
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:786(init_inspector)
     2632    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
       36    0.000    0.000    0.001    0.000 C:\Python311\Lib\gettext.py:216(_expand_lang)
       18    0.000    0.000    0.001    0.000 C:\Python311\Lib\argparse.py:278(add_arguments)
        2    0.000    0.000    0.001    0.000 C:\Python311\Lib\site-packages\IPython\core\history.py:277(_run_sql)
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\site-packages\qtconsole\base_frontend_mixin.py:23(kernel_client)
       38    0.000    0.000    0.001    0.000 C:\Python311\Lib\json\encoder.py:183(encode)
     1245    0.000    0.000    0.001    0.000 C:\Python311\Lib\re\_parser.py:284(tell)
       99    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:70(alphas)
        6    0.000    0.000    0.001    0.000 C:\Python311\Lib\site-packages\pkg_resources\_vendor\pyparsing\core.py:4373(parseImpl)
        1    0.000    0.000    0.001    0.001 c:\Users\Administrator\Desktop\Structural_simulator-master\main.py:475(loadConfig)
        1    0.000    0.000    0.001    0.001 C:\Python311\Lib\site-packages\pygments\styles\default.py:1(<module>)
       19    0.000    0.000    0.001    0.000 C:\Python311\Lib\typing.py:1580(copy_with)
        7    0.000    0.000    0.000    0.000 {built-in method io.open}
      242    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:743(_cross_validate)
      105    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:1535(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\jupyter_client\session.py:604(_check_packers)
       18    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:1640(__init__)
       48    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\dockWidget.py:27(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\main.py:395(makeTabMenu)
      361    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:2763(__str__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\console_widget.py:1162(_create_control)
        9    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:393(_format_actions_usage)
      115    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
      124    0.000    0.000    0.000    0.000 C:\Python311\Lib\functools.py:393(__get__)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:2797(_make_nmtuple)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\utils\PyColorize.py:180(__init__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:2412(run_line_magic)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:55(_chars_for_ranges)
       86    0.000    0.000    0.000    0.000 C:\Python311\Lib\_collections_abc.py:771(get)
      101    0.000    0.000    0.000    0.000 {built-in method addItem}
       45    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:260(add_argument)
      130    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
     4575    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pygments\styles\monokai.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method nt.chmod}
     1412    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\_parser.py:109(__init__)
      126    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:594(_format_args)
      373    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:159(_type_convert)
     5151    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       11    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\traitlets.py:954(__new__)
       19    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1663(__call__)
      6/5    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4956(parseImpl)
       96    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:2745(replace)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\oinspect.py:399(__init__)
       70    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:320(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\loader.py:1(<module>)
      131    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:2230(RewriteSymbolics)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\proactor_events.py:785(_loop_self_reading)
        9    0.000    0.000    0.000    0.000 C:\Python311\Lib\socket.py:220(__init__)
      126    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1437(__mul__)
      115    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
      141    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:2080(_signature_is_functionlike)
       36    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5368(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:745(init_syntax_highlighting)
      408    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\__init__.py:253(escape)
       15    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:561(_setResultsName)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\paths.py:19(get_ipython_dir)
  165/113    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\_compiler.py:434(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\profiledir.py:123(check_security_dir)
       90    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\magic_arguments.py:105(_format_action_invocation)
        1    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\treeWidget.py:54(__init__)
      430    0.000    0.000    0.000    0.000 {built-in method setFixedHeight}
       87    0.000    0.000    0.000    0.000 C:\Python311\Lib\posixpath.py:117(splitext)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\asyncio\windows_events.py:449(recv)
       38    0.000    0.000    0.000    0.000 C:\Python311\Lib\json\encoder.py:205(iterencode)
      142    0.000    0.000    0.000    0.000 C:\Python311\Lib\inspect.py:735(unwrap)
       77    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:1623(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\profiledir.py:110(check_startup_dir)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\ultratb.py:1454(__init__)
      160    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\_parser.py:82(opengroup)
       45    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:622(_expand_help)
      763    0.000    0.000    0.000    0.000 C:\Python311\Lib\enum.py:1074(__new__)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
    38/31    0.000    0.000    0.000    0.000 C:\Python311\Lib\ast.py:406(visit)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtconsole\comms.py:28(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\functions\PythonEditor.py:182(changeTheme)
      208    0.000    0.000    0.000    0.000 C:\Python311\Lib\os.py:747(encodekey)
  286/193    0.000    0.000    0.000    0.000 C:\Python311\Lib\typing.py:1354(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\ultratb.py:1298(__init__)
       27    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:2915(__init__)
      230    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\_parser.py:367(_escape)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\kernelbase.py:208(__init__)
      174    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\kernelbase.py:758(kernel_info_request)
       12    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\dateutil\parser\_parser.py:875(_parse_numeric_token)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\displayhook.py:1(<module>)
      124    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\qtpy\QtGui.py:35(__getattr__)
      183    0.000    0.000    0.000    0.000 {built-in method setIcon}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\magic.py:363(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\iostream.py:177(start)
       45    0.000    0.000    0.000    0.000 C:\Python311\Lib\argparse.py:1841(_add_action)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\ipykernel\zmqshell.py:498(init_hooks)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:2739(init_extension_manager)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\ultratb.py:814(__init__)
      9/6    0.000    0.000    0.000    0.000 c:\Users\Administrator\Desktop\Structural_simulator-master\lib\Widgets\panel.py:125(resizeEvent)
       12    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:988(set_hook)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:812(init_display_pub)
     12/2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1503(makeOptionalList)
      690    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\interactiveshell.py:808(init_display_formatter)
        3    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\vtkmodules\qt\QVTKRenderWindowInteractor.py:467(resizeEvent)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\unicode.py:63(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5146(__init__)
      100    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       11    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:5590(__add__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\unittest\case.py:1(<module>)
      156    0.000    0.000    0.000    0.000 C:\Python311\Lib\re\_parser.py:444(_uniq)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        1    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\tornado\locks.py:1(<module>)
      394    0.000    0.000    0.000    0.000 {method 'AddActor' of 'vtkmodules.vtkRenderingCore.vtkRenderer' objects}
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\helpers.py:14(delimited_list)
      957    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      165    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:1915(__eq__)
     3781    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      345    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        2    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\profiledir.py:127(check_pid_dir)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\displayhook.py:36(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\IPython\core\completer.py:1044(__init__)
      207    0.000    0.000    0.000    0.000 C:\Users\Administrator\AppData\Roaming\Python\Python311\site-packages\traitlets\config\loader.py:240(__init__)
      270    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      298    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\setuptools\_vendor\pyparsing\core.py:4100(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python311\Lib\site-packages\pkg_resources\__init__.py:351(get_provider)
        2    0.000    0.000    0.000    0.000 {method 'WSARecv' of '_overlapped.Overlapped' objects}
